reviewer_name,rating,review_text,puskesmas_name
ratih ristyanti,5 bintang,"Datang ke sini sesuai jam pada antrian online, ketemu dg petugas yg muda-muda alhamdulillah dilayani dg ramah.",Puskesmas Sawahan
Meyta Marcella Cheremytha,5 bintang,Bagian lab nya cepet. Sat set wat wet. Baik2 jugaa.. Uhhh.. Terdebest lah pkm dsni.. 🥰 …,Puskesmas Sawahan
andrian dwi tjahya saputra,5 bintang,Pelayanan bagus,Puskesmas Sawahan
Al Ibrahim,1 bintang,"Padahal sudah banyak komen yg gk baik tentang pelayananya. Tapi masih ttp gak dibenahi sama sekali! Apa harus dilaporkan ke kantor pusat , sekalian di viralkan ! Biar manusia ini bisa merubah etika yg baik! Masa tes utk lab darah/skrining  anc terpadu gk bs alesanya konselet dan sampai 4hr gk ada jawaban sama sekali. Dasar manusia gk punya hati. Coba dia/kelg'nya yg lg sakit atau susah?! semoga tuhan mengampunimu! #burismatolongdibantu tdk sedikit org yg kecewa disini. Terima kasih",Puskesmas Sawahan
Valencia Natalie,5 bintang,Pelayanan ramah dan cepat,Puskesmas Sawahan
Faizzatul Salsabila M.,5 bintang,"pelayanan cepat, tempat bersih dan nyaman, petugas ramah",Puskesmas Sawahan
Nurul Aviefah,1 bintang,"Tenaga medis yg senior bener2 tdk ramah, jawabnya ketus, jgn mentang2 terima gaji dan kerja di sektor pemerintah jd seenaknya",Puskesmas Sawahan
Rika Irmawati,5 bintang,"Pelayanannya sangat bagus
Sabar dan baik bgt, Terimakasih",Puskesmas Sawahan
JE Efendi,1 bintang,"Tolong pelayanannya di perbaiki lebih care sama pasien ,istriku kemarin periksa di sana di tinggal mainan hp ,makan camilan apa apaan itu tolong jangan permainkan nyawa orang",Puskesmas Sawahan
Isma Dewi,1 bintang,"Pelayanan yg sangat sangat buruk , terutama ibu² yg bagian informasi. Gk bisa ngomg baik baik main bentak orang aja
Ganti aja itu petugasnya , org puskesmas kok gk punya kode etik yg baik.",Puskesmas Sawahan
Elok Mutthoharoh,3 bintang,"Saya periksa kehamilan yg pertama di sini karna dapat saran dari bidan untuk pemeriksaan terpadu dan tes lab ke puskesmas tapi pelayanan dari kasir kurang ramah, apa di semua puskesmas seperti itu? Karna sebelumnya juga antar orangtua ke puskesmas banyu urip bagian pendaftaran juga pelayanannya ketus bgt. Tolong untuk semua puskesmas sebagai pelayanan masyarakat harus di perbaiki pelayanannya dengan ramah agar masyarakat merasa aman dan nyaman. Jangan mentang2 kita memakai layanan gratis dari pemerintah jadi petugasnya kerja semau mereka tanpa mementingkan kenyamanan warganya.",Puskesmas Sawahan
Rizka Bella,5 bintang,Pelayanan KIA nya bagus sangat membantu sekali untuk persalinan lebih lanjut ☺️ terimakasih banyak sudah membantu dan memberikan pelayanan yang baik,Puskesmas Sawahan
Novita Sari,5 bintang,Pelayanan bagus dan ramah semua. Staff & dokter nya semua juga sabar banget.,Puskesmas Sawahan
Eva Chuby,5 bintang,Pelayanan poli gigi sangat bagus dr farida dan asistennya (ani) baik dan ramah👍 …,Puskesmas Sawahan
Ulvi Misdayanti,1 bintang,"Pelayanan KIA yg sangat sangat lemottttttttt
Mau imunisasi anak saja harus antri 4jam, pdhl no antrian 20, melayani KIA 1orang hampir 45menit sendiri... Lemotttt!",Puskesmas Sawahan
Bagus Priyono Pamungkas,5 bintang,"Terimakasih pelayanan nya, terutama petugas labnya ramah sekali.",Puskesmas Sawahan
Yudhi Yudhistira,1 bintang,Hari ini sangat kecewa dg pelayanan puskesmas sawahan yg kurang profesional nunggu surat perpanjangan rujukan dari jam stgh 8 sampai jam 10 itupun punyaq ketlingsut urutan d belakangq SDH dibagi tp punyaq blm ada ternyata tercecer dimeja printer...,Puskesmas Sawahan
ardi lolo,5 bintang,Pelayanan yg sangat2 manusiawi... Suster sama dokternya semua ramah2 n cekatan... Tetap jaga kualitas n pelayanan.. Love u full,Puskesmas Sawahan
Imam Sjafii,1 bintang,"ditutup aj puskesmasnya, cause yg jaga bilang gak nunggu pasien so disini gak butuh pasien. Percuma dpt nomer antrian klo boosternya dibilang hbs padahal tutupnya msh lama",Puskesmas Sawahan
Ahiko Mizaki,1 bintang,"Sudah imunisasi tapi gakdikasih obat panas, alasannya kosong, trs petugas persediaan obat ngapain?",Puskesmas Sawahan
Sri Sri,5 bintang,Selamat pagi pak bu dokter. Apakah disini ada fasilitas usg?,Puskesmas Sawahan
AvitaFitri Agustin,5 bintang,"Pelayanan cepat, petugas ramah",Puskesmas Sawahan
Agik Triyoni,5 bintang,Pelayanan puskesmas sawahan sangat cepat tepat akurat dan profesional sehingga layak dapat bintang 5,Puskesmas Sawahan
Zainal Islam,1 bintang,"Bagian pendaftaran aja ibu²nya sudah tidak ramah, saat melayani pendaftaran juga terdengar ghibah dengan petugas lain. Tidak mencerminkan sikap dan sifat yang baik.",Puskesmas Sawahan
Indah Jarwati,1 bintang,"Puskesmas depan jalan hancurkan aja. Ribet, pelayanan sangat2 buruk. Karyawan tidak berpendidikan. Selalu berpikiran negatif dulu  HANCURKAN SAJA. POKOK E G MASUK BLAS pelayan publik yg terkenal buruk",Puskesmas Sawahan
Opo Hpku,5 bintang,Terima kasih pak linmas telah membantu ibuk saya sampek selesai semoga sehat selalu,Puskesmas Sawahan
Anggita Ninin Triyanti,1 bintang,Pelayanan sangat kasar . Orang yg jaga pendaftaran sangat tidak ramah . Orang mau berobat kok di bentak . Tolong di ganti itu pegawainya,Puskesmas Sawahan
Alfin Nadiroh,5 bintang,"Alhamdulillah pelayanan cepat,,dan petugasnya juga sabar dan  ramah",Puskesmas Sawahan
Jaka Selamet,2 bintang,"Di bagian pelayanan kurang,as di periksa gak di jelasin penyakit apa,, terus udah di bagian pengambilan obat gak d jelasin juga obat apa"" nya, cuma d kasih tau jam minum obat nya aja ,,, mohon untuk di perbaiki lagi buat kenyamanan",Puskesmas Sawahan
angga rekso,1 bintang,"Pelayanan sangat buruk,saya menggunakan bpjs saya hanya meminta pengantar/rujukan ke rs lain sangat ribet dan petugas melayani dengan nada keras. Sangat mengecewakan pelayanan faskes di surabaya",Puskesmas Sawahan
Noiish,1 bintang,"Jangan pernah konsultasi gigi di sini, dokter nya jutek banyak alasan bilang aja gk mau nambal",Puskesmas Sawahan
Indah arum s,5 bintang,Pkm nya bagus pelayanan nya apa lagi lab nya ramah sekali 🙏 …,Puskesmas Sawahan
nadiah ulfah,5 bintang,"Pelayanan nya sdh cepat, pegawainya juga ramah.",Puskesmas Sawahan
Agus Setiawan,5 bintang,"Tempatnya kecil tapi bersih banget, pelayanannya sangat memuaskan",Puskesmas Sawahan
AREK KLAKAH DEWE,1 bintang,Tolong di kondisikan antrian online nya... Disitu udah tertera ada jam nya bukan.. Knp masih nunggu lebih dari 2 jam...,Puskesmas Sawahan
Esty Working,5 bintang,"Pelayanannya oke, petugas ramah, dan baik hati",Puskesmas Sawahan
Restu Wigusti,3 bintang,untuk pelayanan poli sangat baik.. lebih ditingkatkan lagi untuk alur pendaftarannya dan pembuatan surat rujukannya supaya lebih cepat.. terimakasih,Puskesmas Sawahan
Anisah Yustisi Adini,5 bintang,"pelayanannya cepat, petugas ramah semua😍 …",Puskesmas Sawahan
Udin Dafala,3 bintang,"Knp rujukan rs diberikan ketempat RSUD Dr M.soewandhie yg begitu jauh, RSUD yg dekat ada dgn pasien sawahan BPJS, tolong uda sakit jgn dibuat susah. Kasihanilah dok",Puskesmas Sawahan
Fery Setiawan,1 bintang,"Gimana bisa nyaman ketika berobat dipuskesmas kalo dari pendaftaran aja orangnya udah gak ramah main bentak bentak, udah kapok ke puskesmas",Puskesmas Sawahan
Bimbel Cerdas,5 bintang,"Pelayanan cukup baik dan cepat , ada dokter cowok favorit saya",Puskesmas Sawahan
Intan Zahra Husna'ul Aziza,5 bintang,"Pelayanan surat sehat sangat cepat, pegawainya ramah dan baik",Puskesmas Sawahan
alvito mifzal Ruzain,1 bintang,"Antrian Online masih available, sudah tercetak nomor, tp begitu datang di puskesmas di tolak dengan alasan kesiangan, mau pulang.. gak niat ! Gak mau kesini lagi",Puskesmas Sawahan
FitriAmbar,4 bintang,"Pelayanan baik, ramah, tempatnya juga bersih. Berlaku sistem pendaftaran online. Jadi lebih baik daftar dulu sebelumnya.",Puskesmas Sawahan
Risa Aulia Divanda,5 bintang,Pelayanan bagus dan memuaskan 🙏🏻 …,Puskesmas Sawahan
mubin mubin,5 bintang,Alhamdulillah pelayanannya sesuai dengan kebutuhan masyarakat 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟 …,Puskesmas Sawahan
diana mey,5 bintang,pelayanan laboratorium yang sangat baik dan sangat komunikatif,Puskesmas Sawahan
Wiwik Mardiani,1 bintang,"Pelayanan SANGAT AMAT TIDAK BAIK
Berharap ada pemerintah yang konsen dengan pelayanan fasilitas umum seperti puskesmas.",Puskesmas Sawahan
tiga ramadhani,1 bintang,"Pegawai Puskesmasnya mungkin darah tinggi semua kali ya...
Ngamukan gak jelas..",Puskesmas Sawahan
Mus takim,5 bintang,Puskesmas sawahan pelayanannya memuaskan linmasnya sangat membantu,Puskesmas Sawahan
Rasen Driya,1 bintang,"Selain petugas parkir dan satpam, tenaga kesehatan nyaris tidak ada yang ramah.",Puskesmas Sawahan
Tonny Sanjaya,1 bintang,"Pelayanan sangat buruk udah jelas jelas KTP sawahan, disuruh ke puskesmas lain.  yang sakit makin sakit",Puskesmas Sawahan
ryanita andremadha,1 bintang,Dari semua petugas paling hanya beberapa saja yg ramah termasuk tukang parkir....,Puskesmas Sawahan
Yonathan Sugiarto,2 bintang,"Obat tidak lengkap, memaksa pasien tes antigen sebelum mendapat obat",Puskesmas Sawahan
Dicky Heriyana S,5 bintang,"Datang utk berobat, so far baik dan cepat, spend time about 30 minutes until finish (get medicine from pharmacy)",Puskesmas Sawahan
vania mutiara,5 bintang,Pelayanan untuk lab nya ramah dan profesional,Puskesmas Sawahan
surianto -,5 bintang,"TANYA JAWAB
perut mules dan mencret dikasi obat maag yah wes nurut dokter aj

ANTIBIOTIK TAB/CAP
1.     Amoxicilyn Tab
2.     Amphicilyn Tab
3.     Cotrimoxazole Tab
4.     Chloramphenicol Kap
5.     Metrozonidazole

ANALGETIK-ANTIPIRETIK (ANTI NYERI-PENURUN PANAS)
1.     Antalgin
2.     Paracetamol
3.     Asam Mefenamat
4.     Nutradon

OBAT BATUK TABLET
1.     GG
2.     Dextrometropan
3.     Mirovan

ANTACIDA (OBAT MAAG)
1.     Antasida Doen
2.     Cimetidine
3.     Ranitidin

ANTI BISTAMIN (ANTI ALERGI)
1.     CTM
2.     Tralgy
3.     Dexamet
4.     Prednison

ANTI SPASMODIK (ANTI MULES)
1.     Spasminal
2.     Papaverin

OBAT DIARE
1.     Diaform
2.     Andikap
3.     Diapet
4.     Cebadiar
5.     Oralit

OBAT ASMA
1.     Aminophilyn

ANTI REMATIK
1.     Piroxicam

VITAMIN-MULTI VITAMIN TAB
1.     Vit B 1
2.     Vit B 6
3.     Vit B 12
4.     Vit C
5.     Vit B Complex
6.     Etabion
7.     Enervon C
8.     Spirulina

ANTI INFLUENZA
1.     Fludexin
2.     Demacolin
3.     Panadol Flu
4.     Tera F
5.     Aspilet
6.     Decold

ANTI BIOTIK SYRUP
1.     Amoxicylin Syrup
2.     Cotrimoxazole Syrup
3.     Ampicyn Syrup

ANALGETIK-ANTIFIRETIK SYRUP
1.     Paracetamol Syrup

OBAT BATUK SYRUP
1.     OBH Syrup
2.     OBH Indo Plus Syrup
3.     OBP
4.     Cough Friend

OBAT DIARE SYRUP
1.     Guanistrep Syrup

VITAMIN-MULTI VITAMIN SYRUP
1.     Sakatonik Liver Syrup

BICNAT (AS. BIKARBONAT)
1.     Bicarbonas

SALF KULIT
1.     Tetracicylin 3%
2.     Hidrocortison
3.     Trifamycetin

SALF MATA/TETES MATA
1.     Tetracicylin 3%
2.     Chlorampenikol Tetes Mata

TETES TELINGA
1.     Chlorampenikol Tetes Telinga",Puskesmas Sawahan
Nuna Kim,5 bintang,pelayanan nya sangat ramah dan baik,Puskesmas Sawahan
Daniel Budiman,5 bintang,"Lab bersih, staf lab ramah, profesional,dan cepat",Puskesmas Sawahan
weny kartika,2 bintang,Seharusnya dibuatkan sistem antrian yg teratur. Karena yg antri di sini gerudukan. Tidak bisa maju satu persatu.,Puskesmas Sawahan
DESY PUSPITASARI,3 bintang,Puskesmas sebagai penyedia fasilitas kesehatan menurut saya tempatnya kurang bersih dan pelayanan masih kurang praktis dan birokrasi kurang efisien,Puskesmas Sawahan
Desi Pratiwi,1 bintang,Semua nya jutek2,Puskesmas Sawahan
Ainur Rofiq,5 bintang,"Yang jelas memuaskan , karena saya mentaati aturan gak sak karepe dewe",Puskesmas Sawahan
Efraim A. Kristiawan,5 bintang,Apakah di puskesmas disini masih tersedia boster,Puskesmas Sawahan
Atok Junaidi,1 bintang,"Jam 8 ambil no antrian dapat no 37, jam 10 belum dipanggil panggil. Baru jam 10. 20 dipanggil.",Puskesmas Sawahan
Mila Kartika Sari,1 bintang,"Pelayanan ngak memutuskan sama sekali
Obat nya juga ngak ada gunanya sama sekali",Puskesmas Sawahan
muhammad helzan,5 bintang,"Pelayanan cepat, ramah, dan baik",Puskesmas Sawahan
Sista Rediyanti,5 bintang,petugas ramah dan lingkungan puskesmas bersih,Puskesmas Sawahan
Yuni Tama,5 bintang,"Pelayanannya cepat,petugasnya ramah",Puskesmas Sawahan
Ridho Setiawan,5 bintang,pelayanan sangat baguss josss,Puskesmas Sawahan
Ratna Octari,1 bintang,Sampe tidak bisa berkata kata dg pelayanan di puskesmas ini 😂 …,Puskesmas Sawahan
Solikhah Solikhah,1 bintang,"Sangat kecewa, pelayanan kurang baik.",Puskesmas Sawahan
Aditya Mardi,4 bintang,Pelayanannya ramah..,Puskesmas Sawahan
Archam Suaidy,5 bintang,Pelayanan sudah baik perlu ditingkatkan,Puskesmas Sawahan
Pipit Psptsr,5 bintang,Pelayanan terbaik 👍 …,Puskesmas Sawahan
Harry Susanto,2 bintang,Antriannya terlalu panjang & perlu penataan tata grahanya,Puskesmas Sawahan
Malik Farizzi,1 bintang,"Pelayanannya tidak memuaskan, tidak ramah sama sekali !!!",Puskesmas Sawahan
Theresia Fransischa,5 bintang,pelayanan nya sangat baik,Puskesmas Sawahan
AKIO,5 bintang,Pertama kali kesini.. Petugasnya baiik bnget 😊😊😊 …,Puskesmas Sawahan
Claudio Prathama,5 bintang,"Saya tidak pernah kesini tapi saya suka tempatnya, karena sebelahnya indomaret",Puskesmas Sawahan
arif ardiansyah,5 bintang,pelayanannya bagus dan ramah,Puskesmas Sawahan
Rizqi Dwi Cahya,5 bintang,Mantap ramah ramah semunya,Puskesmas Sawahan
esty mubarani,5 bintang,Terbaik,Puskesmas Sawahan
Sunardi Ardi,1 bintang,Pelayanan yg sangat lambat,Puskesmas Sawahan
Handoyo Soehandaja,5 bintang,"Alhamdulillah
Sehat jasmani rohani
Semangat",Puskesmas Sawahan
Fara Laila,5 bintang,Pelayanan ramah dan cepat 😘😘🥰 …,Puskesmas Sawahan
Yugo,5 bintang,Pelayanan biasa saja,Puskesmas Sawahan
Vira Otong,5 bintang,"Bersih,pelayanan ok",Puskesmas Sawahan
Wak Guz,5 bintang,Pelayanannya baik sekali,Puskesmas Sawahan
sugeng alamsyah,5 bintang,cocok utk berobat,Puskesmas Sawahan
Novanti Go,1 bintang,Pelayanan sangat lama,Puskesmas Sawahan
misbach shudur,1 bintang,"Ruwet ,sistem ga jelas",Puskesmas Sawahan
Rahman Travel umroh,1 bintang,Layanan buruk sekali,Puskesmas Sawahan
Lindi G,1 bintang,Gk oke blas,Puskesmas Sawahan
Lilia Ramadhani,1 bintang,Pelayanan buruk,Puskesmas Sawahan
asrori mochamad,2 bintang,Tempat parkirnya sempit,Puskesmas Sawahan
sandro s,5 bintang,Pelayananya the best,Puskesmas Sawahan
yohanes irawan,5 bintang,Cepat,Puskesmas Sawahan
defi sumartono,3 bintang,PENanganan cep,Puskesmas Sawahan
hendra wirawarman,5 bintang,Terima kasih kepada semua tenaga nakes di puskesmas Sawahan terutama bagian pendaftaran yg membantu memberi pelayanan yg cepat dan sigap sehingga anak saya bisa cepat mendapatkan pelayanan kesehatan,Puskesmas Sawahan
Finna Angriany Abdi,5 bintang,Dokter umum dan Dokter giginya pelayanannya sangat memuaskan.. Semangat dalam bekerja utk dokter² ny,Puskesmas Sawahan
Polenta Cheese,1 bintang,"Saya tahu orang ini tangguh. Tapi, kalau dilihat semua orang yang bekerja di pelayanan publik, atau di bidang kesehatan, mereka tidak punya etika.
Mengapa kamu berbicara dengan sopan??? Apakah hanya itu saja ajarannya???? Sulit untuk kembali ke sekolah, terutama ketika Anda masih muda. Jangan khawatir, aku takut aku akan mati. Tapi mulutnya bagus saat berbicara dengan pasien!!!",Puskesmas Sawahan
isabela anjani,5 bintang,Pengalaman Baik dalam pemeriksaan kesehatan,Puskesmas Sawahan
Indra Wati,5 bintang,👍 …,Puskesmas Sawahan
Yayah Andri,5 bintang,tempat yang baik untuk mendapatkan kesehatan masyarakat,Puskesmas Sawahan
tycha fauzi,5 bintang,Terbaik,Puskesmas Sawahan
hendrik wicaksono,5 bintang,Keramahan yang luar biasa,Puskesmas Sawahan
Rizal Restu Yanuar,4 bintang,September,Puskesmas Sawahan
Ani Ningsih,5 bintang,,Puskesmas Sawahan
mustianah titik,5 bintang,,Puskesmas Sawahan
Felisha Khumairamusa,5 bintang,,Puskesmas Sawahan
Nurul Qomariyah,5 bintang,,Puskesmas Sawahan
suhar djono,5 bintang,,Puskesmas Sawahan
Dina Triawati,5 bintang,,Puskesmas Sawahan
Nopek Anjani,5 bintang,,Puskesmas Sawahan
Rex Freed,5 bintang,,Puskesmas Sawahan
Arum Kurnia,3 bintang,,Puskesmas Sawahan
Anik Ptm,5 bintang,,Puskesmas Sawahan
Faiz Syal,5 bintang,,Puskesmas Sawahan
Rubi rubakyah,5 bintang,,Puskesmas Sawahan
Madyan firmansyah,5 bintang,,Puskesmas Sawahan
Alfia Ramadhani,5 bintang,,Puskesmas Sawahan
Novan Musthofa,5 bintang,,Puskesmas Sawahan
CV.Anugerah Roda Jaya,5 bintang,,Puskesmas Sawahan
Astini Asih,5 bintang,,Puskesmas Sawahan
Sapari,5 bintang,,Puskesmas Sawahan
Muhammad Ridwan Kristanto,5 bintang,,Puskesmas Sawahan
Anik Masturin,5 bintang,,Puskesmas Sawahan
Umi Kulsum,5 bintang,,Puskesmas Sawahan
Andriani Lilik,5 bintang,,Puskesmas Sawahan
Wonk Jamek,5 bintang,,Puskesmas Sawahan
Kar Mini,5 bintang,,Puskesmas Sawahan
Tutik Muljani,5 bintang,,Puskesmas Sawahan
Maolan Sby,5 bintang,,Puskesmas Sawahan
Istichomah RW13,5 bintang,,Puskesmas Sawahan
Niki Sinten,5 bintang,,Puskesmas Sawahan
Retno Dwi Wahyuningsih Retno,5 bintang,,Puskesmas Sawahan
Anik Isbawati,5 bintang,,Puskesmas Sawahan
Ida Farida,5 bintang,,Puskesmas Sawahan
Supi yani,5 bintang,,Puskesmas Sawahan
Mas Arief,5 bintang,,Puskesmas Sawahan
Moch Rochim,5 bintang,,Puskesmas Sawahan
Nissa Alfatir,5 bintang,,Puskesmas Sawahan
Suhermin Hermin,5 bintang,,Puskesmas Sawahan
Esther Yobel,5 bintang,,Puskesmas Sawahan
Puspita Rini,5 bintang,,Puskesmas Sawahan
Rini Haryati,5 bintang,,Puskesmas Sawahan
Siti Maisunah,5 bintang,,Puskesmas Sawahan
Rina Agustina,5 bintang,,Puskesmas Sawahan
MARATUS SHOLIKHATUNNISA,5 bintang,,Puskesmas Sawahan
Junita Susan,5 bintang,,Puskesmas Sawahan
imamsas sas,4 bintang,,Puskesmas Sawahan
Dhe Atin,5 bintang,,Puskesmas Sawahan
Uswatun Uswatun,5 bintang,,Puskesmas Sawahan
SUMILA SUMILA,5 bintang,,Puskesmas Sawahan
Kunjamah Vaness,5 bintang,,Puskesmas Sawahan
Nur Chodijah,5 bintang,,Puskesmas Sawahan
NovaAudia Fernanda,5 bintang,,Puskesmas Sawahan
Mariaten,5 bintang,,Puskesmas Sawahan
ganda kirana,5 bintang,,Puskesmas Sawahan
Supriatin Supriatin,5 bintang,,Puskesmas Sawahan
Erma Cahyanti,5 bintang,,Puskesmas Sawahan
Wanda Fitriana,5 bintang,,Puskesmas Sawahan
laba labasby,5 bintang,,Puskesmas Sawahan
PIERO FERDIANSYAH,5 bintang,,Puskesmas Sawahan
Naoki Arka,5 bintang,,Puskesmas Sawahan
Wahyu Ningsih,5 bintang,,Puskesmas Sawahan
fira rani,5 bintang,,Puskesmas Sawahan
agus sumantri,5 bintang,,Puskesmas Sawahan
Suati Achwati,5 bintang,,Puskesmas Sawahan
Siti Nurkhasanah,5 bintang,,Puskesmas Sawahan
Divi Lestari,5 bintang,,Puskesmas Sawahan
Tria Wijayanti,5 bintang,,Puskesmas Sawahan
Renny Dwi,5 bintang,,Puskesmas Sawahan
Lisa Fianti,5 bintang,,Puskesmas Sawahan
Endik Ismu,5 bintang,,Puskesmas Sawahan
Rosalita Bina,5 bintang,,Puskesmas Sawahan
Arti Wiarti,5 bintang,,Puskesmas Sawahan
Evaamelia Achmad,5 bintang,,Puskesmas Sawahan
Pudji Hariani2021,3 bintang,,Puskesmas Sawahan
Kedunganyar Gangtujuh,5 bintang,,Puskesmas Sawahan
Ani Widiastuti,5 bintang,,Puskesmas Sawahan
Kasiyati Ti,5 bintang,,Puskesmas Sawahan
sonny mandala putra putra.,5 bintang,,Puskesmas Sawahan
Iri Yani,5 bintang,,Puskesmas Sawahan
Rumainah Arumsari,5 bintang,,Puskesmas Sawahan
Dewi Kurnia,5 bintang,,Puskesmas Sawahan
Alano 2Andi,5 bintang,,Puskesmas Sawahan
Trie Suwari,5 bintang,,Puskesmas Sawahan
Handari Rofik,5 bintang,,Puskesmas Sawahan
Su Lipah,5 bintang,,Puskesmas Sawahan
Daru Priambodo,5 bintang,,Puskesmas Sawahan
Moelijas Tatik,5 bintang,,Puskesmas Sawahan
Salsa Nabila,5 bintang,,Puskesmas Sawahan
Mariana Diana,5 bintang,,Puskesmas Sawahan
Wahyu Irawati,5 bintang,,Puskesmas Sawahan
Endang candra Giyanti,5 bintang,,Puskesmas Sawahan
Sri Astutik,1 bintang,,Puskesmas Sawahan
Amin Rachmad,5 bintang,,Puskesmas Sawahan
herny rusetiawati,5 bintang,,Puskesmas Sawahan
Wiwik Widiastuti,5 bintang,,Puskesmas Sawahan
Sri Wilujeng,5 bintang,,Puskesmas Sawahan
Ervyana Eva,5 bintang,,Puskesmas Sawahan
Yatik 55,5 bintang,,Puskesmas Sawahan
Debbie Stefanie,5 bintang,,Puskesmas Sawahan
prihartini 2909,5 bintang,,Puskesmas Sawahan
Weny Indri,4 bintang,,Puskesmas Sawahan
Tri Ariyani,5 bintang,,Puskesmas Sawahan
Susan Tolani,5 bintang,,Puskesmas Sawahan
ariq shazuke,5 bintang,,Puskesmas Sawahan
Nia Arifatul,5 bintang,,Puskesmas Sawahan
Ribut Margiati,4 bintang,,Puskesmas Sawahan
Tatik Lastri,5 bintang,,Puskesmas Sawahan
Nurul Saudah,5 bintang,,Puskesmas Sawahan
Rizki Aprilia,5 bintang,,Puskesmas Sawahan
Suwarni Ani,5 bintang,,Puskesmas Sawahan
erni kristianingsih,5 bintang,,Puskesmas Sawahan
Noviek Widjajantie,5 bintang,,Puskesmas Sawahan
Fenti Astutik,5 bintang,,Puskesmas Sawahan
Arina Asfari,5 bintang,,Puskesmas Sawahan
Dimas Azka,5 bintang,,Puskesmas Sawahan
Riski Amelia,5 bintang,,Puskesmas Sawahan
Veni Agustina,5 bintang,,Puskesmas Sawahan
Titik Handayani,5 bintang,,Puskesmas Sawahan
Haifa Rahmawati,5 bintang,,Puskesmas Sawahan
Muslimah Muslimah,5 bintang,,Puskesmas Sawahan
Rida Rida,5 bintang,,Puskesmas Sawahan
Ayunda Putri,5 bintang,,Puskesmas Sawahan
Marsunah Bintang,5 bintang,,Puskesmas Sawahan
Titi Amaroh,5 bintang,,Puskesmas Sawahan
Hariyati,5 bintang,,Puskesmas Sawahan
fitri amalia,5 bintang,,Puskesmas Sawahan
indah susanti,5 bintang,,Puskesmas Sawahan
Agus Santoso,5 bintang,,Puskesmas Sawahan
Lamsiah Sia,5 bintang,,Puskesmas Sawahan
Dian Indriawati Anggraeni,5 bintang,,Puskesmas Sawahan
Titiksetiati 1965,5 bintang,,Puskesmas Sawahan
Hesti Wahjuliyani,5 bintang,,Puskesmas Sawahan
Hartini 104,5 bintang,,Puskesmas Sawahan
Agnes Nayla,5 bintang,,Puskesmas Sawahan
Halida Oktavia,5 bintang,,Puskesmas Sawahan
Penimei 77,5 bintang,,Puskesmas Sawahan
erly sinta,5 bintang,,Puskesmas Sawahan
Kharisma Purnamasari,5 bintang,,Puskesmas Sawahan
lulu lyan,5 bintang,,Puskesmas Sawahan
Vivi Afsari,5 bintang,,Puskesmas Sawahan
Chesfin Print,5 bintang,,Puskesmas Sawahan
Wiwin Ningsih,5 bintang,,Puskesmas Sawahan
Yemi Triwahyuni,5 bintang,,Puskesmas Sawahan
Alula Aluna,5 bintang,,Puskesmas Sawahan
ratna sari puji,5 bintang,,Puskesmas Sawahan
Mamik Mustika,5 bintang,,Puskesmas Sawahan
Lilik Aprilianna,5 bintang,,Puskesmas Sawahan
Erni Ningsih,5 bintang,,Puskesmas Sawahan
Yuli Fawati,5 bintang,,Puskesmas Sawahan
Puji Sari,5 bintang,,Puskesmas Sawahan
Diah Proklami,5 bintang,,Puskesmas Sawahan
Alexa Attar,5 bintang,,Puskesmas Sawahan
fifi alfiantari,5 bintang,,Puskesmas Sawahan
Ita Ita,5 bintang,,Puskesmas Sawahan
Ani Ariono,5 bintang,,Puskesmas Sawahan
Shafiyah Almahyra,5 bintang,,Puskesmas Sawahan
Ulfa Ulinnuha,5 bintang,,Puskesmas Sawahan
bambang aji,5 bintang,,Puskesmas Sawahan
Alex SJWS,5 bintang,,Puskesmas Sawahan
Erna Wati,5 bintang,,Puskesmas Sawahan
Achmad iksan Syaifulloh,5 bintang,,Puskesmas Sawahan
kristianto fajar,5 bintang,,Puskesmas Sawahan
Haris Rizee,5 bintang,,Puskesmas Sawahan
Moch Sakur,5 bintang,,Puskesmas Sawahan
Moza medica Fatimah,5 bintang,,Puskesmas Sawahan
nehru arsyulmajid,5 bintang,,Puskesmas Sawahan
Ulfa Ulinnuha,5 bintang,,Puskesmas Sawahan
Nur Rahma Febriani,5 bintang,,Puskesmas Sawahan
iin mujiati,5 bintang,,Puskesmas Sawahan
Arnita Nita,5 bintang,,Puskesmas Sawahan
endik hidyat,5 bintang,,Puskesmas Sawahan
Rachman Gaming,5 bintang,,Puskesmas Sawahan
wulan dari,5 bintang,,Puskesmas Sawahan
Yaning Bukori,5 bintang,,Puskesmas Sawahan
Tyas Sagita Sari,5 bintang,,Puskesmas Sawahan
Sakinah Yuni setyowati,5 bintang,,Puskesmas Sawahan
Ranu Rubianto,5 bintang,,Puskesmas Sawahan
12. Fauza Bahtiar Alim,3 bintang,,Puskesmas Sawahan
Cindy Estrela,5 bintang,,Puskesmas Sawahan
CIII_11_UMAIMAH ROSYIDAH,5 bintang,,Puskesmas Sawahan
Gunary Dotcom,5 bintang,,Puskesmas Sawahan
Rafidah Khairunnisa,5 bintang,,Puskesmas Sawahan
Tukuen Rek,4 bintang,,Puskesmas Sawahan
Ayu Mayasari,5 bintang,,Puskesmas Sawahan
Ifonny Pasongli,5 bintang,,Puskesmas Sawahan
HERRY PURWANT0,5 bintang,,Puskesmas Sawahan
panggah loos,1 bintang,,Puskesmas Sawahan
Suwoto PJ,5 bintang,,Puskesmas Sawahan
